E,L,P
0.9275175879396986,185.42751758793972,0.9913586882269501
0.9350502512562815,186.9350502512563,0.9913585435217694
0.9425829145728645,188.44258291457288,0.9913584011283539
0.9501155778894473,189.95011557788948,0.9913582609917443
0.9576482412060303,191.45764824120604,0.9913581230587101
0.9651809045226132,192.96518090452264,0.9913579872776817
0.972713567839196,194.47271356783924,0.9913578535986859
0.980246231155779,195.9802462311558,0.9913577219732853
0.9877788944723619,197.4877788944724,0.9913575923545193
0.9953115577889449,198.99531155778897,0.991357464696848
1.0028442211055277,200.50284422110556,0.9913573389560995
1.0103768844221106,202.01037688442213,0.9913572150894184
1.0179095477386935,203.51790954773872,0.9913570930552175
1.0254422110552763,205.0254422110553,0.9913569728131306
1.0329748743718594,206.5329748743719,0.9913568543239691
1.0405075376884423,208.04050753768848,0.9913567375496781
1.0480402010050252,209.54804020100505,0.9913566224532968
1.055572864321608,211.05557286432165,0.9913565089989187
1.0631055276381909,212.5631055276382,0.9913563971516546
1.070638190954774,214.0706381909548,0.9913562868775969
1.0781708542713568,215.57817085427138,0.991356178143785
1.0857035175879397,217.08570351758797,0.9913560709181729
1.0932361809045226,218.59323618090454,0.9913559651695972
1.1007688442211057,220.10076884422114,0.9913558608677475
1.1083015075376885,221.60830150753773,0.9913557579831369
1.1158341708542714,223.1158341708543,0.9913556564870744
1.1233668341708543,224.6233668341709,0.9913555563516382
1.1308994974874371,226.13089949748746,0.9913554575496505
1.1384321608040202,227.63843216080406,0.9913553600546521
1.145964824120603,229.14596482412063,0.9913552638408794
1.153497487437186,230.65349748743722,0.9913551688832416
1.1610301507537688,232.1610301507538,0.9913550751572987
1.168562814070352,233.66856281407038,0.9913549826392406
1.1760954773869348,235.17609547738698,0.9913548913058672
1.1836281407035176,236.68362814070355,0.9913548011345684
1.1911608040201005,238.19116080402014,0.9913547121033062
1.1986934673366834,239.6986934673367,0.9913546241905961
1.2062261306532664,241.2062261306533,0.9913545373754901
1.2137587939698493,242.71375879396987,0.9913544516375602
1.2212914572864322,244.22129145728647,0.991354366956882
1.228824120603015,245.72882412060304,0.9913542833140195
1.2363567839195981,247.23635678391963,0.9913542006900105
1.243889447236181,248.74388944723623,0.9913541190663515
1.2514221105527639,250.2514221105528,0.9913540384249847
1.2589547738693467,251.7589547738694,0.9913539587482841
1.2664874371859296,253.26648743718596,0.9913538800190431
1.2740201005025127,254.77402010050255,0.9913538022204618
1.2815527638190956,256.2815527638191,0.9913537253361351
1.2890854271356784,257.78908542713566,0.9913536493500412
1.2966180904522613,259.2966180904523,0.9913535742465307
1.3041507537688444,260.80415075376885,0.9913535000103154
1.3116834170854272,262.3116834170854,0.9913534266264583
1.31921608040201,263.81921608040204,0.9913533540803634
1.326748743718593,265.3267487437186,0.9913532823577661
1.3342814070351758,266.8342814070352,0.9913532114447237
1.341814070351759,268.34181407035175,0.9913531413276068
1.3493467336683418,269.84934673366837,0.9913530719930898
1.3568793969849247,271.35687939698494,0.9913530034281431
1.3644120603015075,272.8644120603015,0.991352935620025
1.3719447236180906,274.37194472361807,0.9913528685562732
1.3794773869346735,275.8794773869347,0.9913528022246978
1.3870100502512563,277.38701005025126,0.9913527366133732
1.3945427135678392,278.89454271356783,0.9913526717106318
1.402075376884422,280.40207537688445,0.9913526075050566
1.4096080402010052,281.909608040201,0.9913525439854743
1.417140703517588,283.4171407035176,0.9913524811409494
1.424673366834171,284.92467336683416,0.9913524189607774
1.4322060301507538,286.4322060301508,0.991352357434479
1.4397386934673368,287.93973869346735,0.9913522965517942
1.4472713567839197,289.4472713567839,0.9913522363026767
1.4548040201005026,290.95480402010054,0.9913521766772875
1.4623366834170854,292.4623366834171,0.9913521176659912
1.4698693467336683,293.9698693467337,0.9913520592593492
1.4774020100502514,295.47740201005024,0.9913520014481156
1.4849346733668343,296.98493467336687,0.9913519442232321
1.4924673366834171,298.49246733668343,0.991351887575823
1.5,300.0,0.9913518314971912
