E,L = 50km,L = 100km,L = 200km
0.001,0.9284526816371634,0.9339835766524425,0.9233823991518748
0.00150012509382,0.9104536034759805,0.9866985915571235,0.9544041497366328
0.00200025018764,0.9315629802690539,0.9276981864376738,0.9356337024991416
0.00250037528146,0.9836562775475957,0.9461140247538762,0.9093463496918861
0.00300050037528,0.9626572134553605,0.9106066476673994,0.9861328892184351
0.0035006254691,0.9982100331583799,0.9929779382805777,0.9740325854144128
0.00400075056292,0.9774940162953125,0.9317618416335365,0.927324624910342
0.00450087565674,0.9074113218022603,0.9983619895920348,0.9935633595765953
0.00500100075056,0.9956865371520374,0.9835464050271066,0.9458295249485131
0.00550112584438,0.9072769226569355,0.9988956077016312,0.9956348902623828
0.0060012509382,0.9895043266235822,0.9627553348652729,0.9106843536975628
0.00650137603202,0.9659000105997185,0.9136133446397046,0.9754277537991821
0.00700150112584,0.9074445788126385,0.9982301858385061,0.9930554634471952
0.00750162621966,0.9427254474687193,0.9119931605268528,0.9810996870128865
0.00800175131349,0.9939982326139502,0.9775422298861769,0.9318614545333239
0.00850187640731,0.9912004320064101,0.9681321536976321,0.9162085987884356
0.00900200150113,0.9503853578685241,0.9074172471228888,0.9983384994723827
0.00950212659495,0.9150658027201746,0.9705349471201954,0.9194812655220582
0.0100022516888,0.9080950521270682,0.9956713673696195,0.9834913645515445
0.0105023767826,0.9266454538086504,0.9380179204792829,0.917309453173583
0.0110025018764,0.9560522786317774,0.9072801774715797,0.9988826664326309
0.0115026269702,0.9822736977153335,0.9426097066758446,0.9121010102660706
0.012002752064,0.9973017541182633,0.9895201575843781,0.9628043764474593
0.0125028771579,0.9992976720752867,0.9972119039791613,0.9891819591175663
0.0130030022517,0.9904992895180724,0.9658794591329953,0.9135914412226023
0.0135031273455,0.974923413793495,0.9267403294007447,0.9377991385195978
0.0140032524393,0.9567058656061659,0.9074420462057977,0.998240219686403
0.0145033775331,0.9392020967113327,0.915792689825896,0.9681544619598317
0.015003502627,0.9246732955441035,0.9427410275177462,0.9119787307042535
0.0155036277208,0.9143268334910459,0.973001590294118,0.9233575064085866
0.0160037528146,0.9085236763928926,0.9940051477510217,0.9775663223368642
0.0165038779084,0.9070312798924063,0.9998749225134576,0.999500362930288
0.0170040030023,0.9092564658327124,0.9911931318542774,0.9681084812466211
0.0175041280961,0.9144308841157172,0.9726514329453558,0.9227753713488371
0.0180042531899,0.9217438734179404,0.9503742613116469,0.9074202254773276
0.0185043782837,0.9304284992349016,0.9298943719378037,0.9309666957509999
0.0190045033775,0.9398106134294094,0.9150601851474867,0.9705535211137852
0.0195046284714,0.9493311195161827,0.9077475081500367,0.9970340004507939
0.0200047535652,0.9585502641727,0.908096996482325,0.9956637732656347
0.020504878659,0.9671408633334403,0.9150031463432945,0.970742268450142
0.0210050037528,0.9748754976941821,0.926652124803182,0.9380025119390929
0.0215051288466,0.9816111266065094,0.9409886210360087,0.9137326711217464
0.0220052539405,0.9872733373042748,0.9560597123728309,0.907281811932543
0.0225053790343,0.9918415462167697,0.9702289963996854,0.9190369600232554
0.0230055041281,0.9953358443731133,0.9822790483617787,0.9426229515961119
0.0235056292219,0.9978057664835922,0.9914301481160688,0.9688794037035233
0.0240057543157,0.9993210060926737,0.997303853735262,0.9895280689058163
0.0245058794096,0.9999639506384622,0.9998558584487507,0.9994243274202415
0.0250060045034,0.9998238346663112,0.9992966734706125,0.9972079699343613
0.0255061295972,0.9989922807782591,0.9960128004476542,0.9847349764258954
0.026006254691,0.9975599978259362,0.9904960605772689,0.965869182719869
0.0265063797848,0.9956144219130179,0.9832849261534486,0.9451566376759738
0.0270065048787,0.9932381097868835,0.97491902664234,0.9267322452604417
0.0275066299725,0.9905077210136474,0.9659062974031808,0.9136200522690826
0.0280067550663,0.9874934518639902,0.9567012804141686,0.907440782636135
0.0285068801601,0.9842588083866608,0.9476926577792393,0.908450547254582
0.0290070052539,0.9808606278992303,0.939198019743662,0.9157977049140938
0.0295071303478,0.9773492768206705,0.9314640002094182,0.9278853886783021
0.0300072554416,0.9737689684712835,0.9246701541027906,0.9427488178261008
0.0305073805354,0.9701581574118824,0.9189352347681312,0.9583859352917937
0.0310075056292,0.9665499774063986,0.9143248133465597,0.9730083978207262
0.031507630723,0.9629726985137984,0.9108594415971321,0.9852028912218666
0.0320077558169,0.959450185479348,0.9085227831070385,0.9940086038467314
0.0325078809107,0.9560023448064805,0.9072693217002374,0.9989258329486512
0.0330080060045,0.9526455519171648,0.9070314013559682,0.9998744369866716
0.0335081310983,0.9493930528809453,0.9077254629952134,0.9971207844302185
0.0340082561921,0.9462553375042598,0.9092574251474057,0.991189480842469
0.034508381286,0.943240482282494,0.9115272130664869,0.9827726814178963
0.0350085063798,0.9403544629584253,0.91443247931662,0.9726460719288743
0.0355086314736,0.9376014373081774,0.9178715826092824,0.9615971666996642
0.0360087565674,0.934983999374354,0.9217459044803838,0.950368713215867
0.0365088816612,0.9325034067530557,0.9259615883001131,0.9396178115678482
0.0370090067551,0.9301597827701057,0.9304307845306949,0.929889836661042
