L,E = 0.01GeV,E = 0.02GeV,E = 0.05GeV
28.2291341341,0.9172592149381056,0.9380556888366313,0.9452331184685743
28.5294334334,0.9147087076946558,0.9401124141869884,0.9443829580131318
28.8297327327,0.9124938735654965,0.9421981169534545,0.9435359554487396
29.130032032,0.9106338781990394,0.9443082826344764,0.9426924041536472
29.4303313313,0.9091448167135475,0.9464383437785474,0.9418525963106797
29.7306306306,0.9080395744210715,0.9485836898704503,0.9410168228060343
30.0309299299,0.9073277153268382,0.9507396773107137,0.9401853731285246
30.3312292292,0.9070153993689392,0.9529016394666788,0.9393585352693103
30.6315285285,0.9071053291144714,0.9550648967734201,0.9385365956221453
30.9318278278,0.9075967263733835,0.9572247668626597,0.9377198388841776
31.2321271271,0.9084853389323965,0.9593765746977485,0.9369085479573397
31.5324264264,0.9097634773507272,0.9615156626927789,0.9361030038503576
31.8327257257,0.9114200814992106,0.9636374007939238,0.9353034855814186
32.133025025,0.9134408162670367,0.9657371965011845,0.934510270081526
32.4333243243,0.915808195607921,0.9678105048088516,0.9337236320985786
32.7336236236,0.9185017338523016,0.9698528380431658,0.9329438441022051
33.0339229229,0.9214981229762065,0.9718597755758833,0.9321711761893887
33.3342222222,0.9247714342928334,0.9738269733927207,0.9314058959909124
33.6345215215,0.9282933428215383,0.97575017349597,0.9306482685786596
33.9348208208,0.9320333723927016,0.9776252131209304,0.9298985563738003
34.2351201201,0.935959159367499,0.979448033746208,0.9291570190558954
34.5354194194,0.9400367326905321,0.9812146898783817,0.9284239134729517
34.8357187187,0.9442308078519347,0.9829213575920195,0.9276994935524558
35.136018018,0.9485050922152067,0.9845643428065612,0.9269840102134218
35.4363173173,0.9528225990686838,0.9861400892821527,0.9262777112794787
35.7366166166,0.9571459676830544,0.9876451863171226,0.9255808413930319
36.0369159159,0.9614377866053668,0.9890763761304433,0.9248936419305258
36.3372152152,0.965660917391965,0.9904305609131947,0.9242163509188376
36.6375145145,0.9697788159789897,0.9917048095337683,0.9235492029528312
36.9378138138,0.9737558489095262,0.9928963638822986,0.9228924291141
37.2381131131,0.9775576016809862,0.9940026448405894,0.9222462568909271
37.5384124124,0.9811511765445012,0.9950212578646126,0.9216109100994894
37.8387117117,0.9845054771793718,0.9959499981674957,0.9209866088063333
38.139011011,0.9875914777792001,0.9967868554917818,0.9203735692521509
38.4393103103,0.9903824742212184,0.9975300184606289,0.919772003776879
38.7396096096,0.9928543151453663,0.998177878498534,0.9191821207461515
39.0399089089,0.9949856109435199,0.9987290333130926,0.9186041244791263
39.3402082082,0.9967579188504212,0.9991822899302596,0.9180382151777158
39.6405075075,0.9981559025346609,0.9995366672765402,0.9174845888572414
39.9408068068,0.9991674648087226,0.9997913983025227,0.9169434372785404
40.2411061061,0.9997838523097085,0.999945931643156,0.9164149478815444
40.5414054054,0.9999997312449095,0.9999999328111788,0.9158993037203559
40.8417047047,0.9998132335467729,0.9999532849211169,0.9153966833998427
41.142004004,0.9992259730378711,0.9998060889422817,0.9149072610137752
41.4423033033,0.9982430314659938,0.9995586634802222,0.9144312060845241
41.7426026026,0.9968729145302033,0.9992115440871038,0.9139686835043432
42.0429019019,0.9951274782783767,0.9987654821025056,0.913519853478255
42.3432012012,0.9930218265131363,0.9982214430271478,0.9130848714685602
42.6435005005,0.9905741800939495,0.9975806044330647,0.9126638881409896
42.9437997998,0.9878057192663654,0.9968443534147529,0.9122570493125184
43.2440990991,0.9847404003827654,0.9960142835868052,0.9118644959008582
43.5443983984,0.9814047486005961,0.9950921916345348,0.9114863638756476
43.8446976977,0.9778276283519338,0.9940800734250501,0.9111227842113566
44.144996997,0.974039993570579,0.9929801196872041,0.9107738828419194
44.4452962963,0.9700746198380427,0.9917947112697627,0.9104397806171153
44.7455955956,0.9659658207662466,0.9905264139880604,0.9101205932607095
45.0458948949,0.9617491510711711,0.9891779730702954,0.9098164313303694
45.3461941942,0.9574610989068415,0.9877523072154865,0.9095274001793707
45.6464934935,0.9531387701219858,0.986252502275951,0.9092535999201058
45.9467927928,0.9488195671715873,0.9846818045779812,0.9089951253894076
46.2470920921,0.9445408654618117,0.983043613895174,0.908752066115701
46.5473913914,0.9403396899289965,0.9813414760896252,0.9085245062879922
46.8476906907,0.936252394651363,0.9795790754369128,0.9083125247267083
47.14798999,0.932314348265874,0.977760226651488,0.908116194856396
47.4482892893,0.9285596279124203,0.9758888666297285,0.9079355846802895
47.7485885886,0.9250207243537334,0.9739690459285307,0.9077707567567556
48.0488878879,0.9217282608227121,0.9720049199978832,0.9076217681776259
48.3491871872,0.9187107280300666,0.9700007401863991,0.9074886705484213
48.6494864865,0.9159942376253395,0.9679608445392772,0.9073715099704773
48.9497857858,0.9136022962446829,0.9658896484086062,0.907270327024976
49.2500850851,0.9115556021006268,0.9637916348963405,0.9071851567588897
49.5503843844,0.9098718658740095,0.9616713451506298,0.9071160286728417
49.8506836837,0.9085656574579503,0.9595333685365095,0.9070629667108879
50.150982983,0.9076482798800324,0.9573823327022233,0.9070259892522238
50.4512822823,0.907127671493692,0.9552228935626842,0.9070051091048176
50.7515815816,0.9070083372851768,0.9530597252217511,0.9070003335009745
51.0518808809,0.9072913098904997,0.9508975098551354,0.9070116640948318
51.3521801802,0.9079741406597175,0.9487409275758365,0.9070390969617851
51.6524794795,0.9090509208458615,0.9465946463040422,0.9070826225998485
51.9527787788,0.9105123327351607,0.9444633116634197,0.9071422259329455
52.2530780781,0.9123457302761182,0.9423515369256679,0.9072178863161308
52.5533773774,0.9145352485097255,0.9402638930250955,0.9073095775427414
52.8536766767,0.9170619408538864,0.9382048986648385,0.9074172678534739
53.153975976,0.9199039430540841,0.9361790105361312,0.9075409199473846
53.4542752753,0.9230366623815726,0.934190613671803,0.9076804909948102
53.7545745746,0.9264329904419067,0.9322440119548789,0.9078359326522019
54.0548738739,0.9300635377523078,0.9303434188028293,0.9080071910788711
54.3551731732,0.9338968880579973,0.9284929480476318,0.9081942069556381
54.6554724725,0.9378998701868176,0.9266966050313862,0.9083969155053786
54.9557717718,0.9420378450896993,0.9249582779367553,0.9086152465154602
55.2560710711,0.9462750055831237,0.9232817293709976,0.908849124362063
55.5563703704,0.9505746861998157,0.9216705882218079,0.909098468036373
55.8566696697,0.9548996804664334,0.9201283418025927,0.9093631911726412
56.156968969,0.959212562862751,0.9186583283041849,0.9096432020780991
56.4572682683,0.9634760126763223,0.9172637295693321,0.9099384037647176
56.7575675676,0.9676531369502106,0.9159475642056019,0.9102486939828016
57.0578668669,0.9717077897292165,0.9147126810516081,0.9105739652564061
57.3581661662,0.9756048848420678,0.9135617530107032,0.910914104920563
57.6584654655,0.9793106995129693,0.9124972712654812,0.9112689951603055
57.9587647648,0.9827931661752684,0.9115215398856154,0.911638513051475
58.2590640641,0.9860221499620786,0.910636670840702,0.9120225306032999
58.5593633634,0.9889697094726554,0.9098445794289044,0.9124209148027267
58.8596626627,0.991610338558024,0.9091469801312915,0.9128335276604935
59.159961962,0.9939211870336172,0.9085453829008454,0.9132602262589244
59.4602612613,0.9958822584090282,0.9080410898941703,0.9137008628014328
59.7605605606,0.9974765829238595,0.9076351926529749,0.9141552846637141
60.0608598599,0.9986903643923365,0.9073285697414318,0.9146233344466101
60.3611591592,0.9995130995859925,0.9071218848445268,0.9151048500306285
60.6614584585,0.9999376691213715,0.9070155853315126,0.9155996646320957
60.9617577578,0.9999603990662657,0.9070099012875787,0.9161076068609267
61.2620570571,0.9995810927313942,0.9071048450158326,0.9166285007799897
61.5623563564,0.9988030323724162,0.9073002110106694,0.9171621659660456
61.8626556557,0.9976329507875522,0.9075955764025885,0.917708417572242
62.162954955,0.9960809730565874,0.9079903018734945,0.9182670663921387
62.4632542543,0.9941605289254082,0.9084835330405001,0.918837918925244
62.7635535536,0.9918882365942348,0.9090742023052376,0.9194207774440375
63.0638528529,0.9892837589151675,0.9097610311646737,0.9200154400624576
63.3641521522,0.9863696332434138,0.9105425329784289,0.9206217008058292
63.6644514515,0.983171076414545,0.9114170161866084,0.9212393496822077
63.9647507508,0.979715766535378,0.9123825879711827,0.9218681727551143
64.2650500501,0.9760336034767091,0.9134371583529889,0.922507952217638
64.5653493493,0.972156450140437,0.9145784447154901,0.9231584664678775
64.8656486486,0.9681178567399632,0.9158039767454955,0.9238194901856979
65.1659479479,0.963952770479764,0.9171111017801512,0.9244907944107758
65.4662472472,0.9596972331463629,0.9184969905486265,0.9251721466219044
65.7665465465,0.9553880692275453,0.9199586432960677,0.9258633108175327
66.0668458458,0.9510625672586156,0.9214928962765636,0.9265640475975099
66.3671451451,0.9467581571531054,0.9230964286010722,0.9272741142460065
66.6674444444,0.942512086310094,0.9247657694254799,0.9279932648155852
66.9677437437,0.9383610973008824,0.926497305463241,0.9287212502123895
67.268043043,0.9343411099240976,0.9282872888063328,0.9294578182824232
67.5683423423,0.9304869103805073,0.9301318450375988,0.9302027138988901
67.8686416416,0.9268318502572078,0.9320269816169202,0.9309556790505618
68.1689409409,0.9234075579259701,0.9339685965230656,0.9317164529311461
68.4692402402,0.920243664853104,0.9359524871325116,0.9324847720296239
68.7695395395,0.9173675491891671,0.9379743593160175,0.9332603702215209
69.0698388388,0.9148040988573141,0.940029836733263,0.9340429788610862
69.3701381381,0.9125754961903593,0.9421144703054336,0.9348323268743444
69.6704374374,0.9107010259801538,0.9442237478452462,0.9356281408529867
69.9707367367,0.909196908600284,0.9463531038235746,0.9364301451490736
70.271036036,0.9080761596461367,0.9484979292515321,0.9372380619705105
70.5713353353,0.9073484773069035,0.9506535816566241,0.9380516114772678
70.8716346346,0.9070201584441353,0.9528153951313749,0.9388705118783095
71.1719339339,0.9070940441030407,0.9549786904326796,0.9396944795291979
71.4722332332,0.9075694949280391,0.9571387851100208,0.9405232290303404
71.7725325325,0.9084423966953024,0.959291003640629,0.9413564733258434
72.0728318318,0.9097051959144137,0.9614306875496464,0.9421939238029412
72.3731311311,0.9113469651910684,0.9635532054933906,0.9430352903919631
72.6734304304,0.9133534977852151,0.9656539632838943,0.9438802816668056
72.9737297297,0.9157074305463949,0.9677284138330202,0.9447286049458743
73.274029029,0.9183883941624806,0.9697720669946284,0.945579966393461
73.5743283283,0.921373189421669,0.9717804992834934,0.9464340711215196
73.8746276276,0.9246359879624745,0.9737493634499342,0.9472906232918078
74.1749269269,0.9281485557745711,0.9756743978894304,0.948149326218357
74.4752262262,0.931880497516464,0.9775514358668622,0.9490098824702362
74.7755255255,0.935799519535831,0.979376414535404,0.9498719939745736
75.0758248248,0.9398717093165365,0.9811453837305522,0.9507353621198013
75.3761241241,0.9440618289341797,0.9828545145202519,0.9515996878590853
75.6764234234,0.9483336199808108,0.9845001074926177,0.9524646718139081
75.9767227227,0.9526501173202102,0.9860786007633061,0.9533300143777642
76.277022022,0.9569739689587047,0.9875865776852104,0.9541954158199359
76.5773213213,0.961267759263585,0.9890207742437908,0.9550605763893116
76.8776206206,0.9654943327322087,0.9903780861220299,0.9559251964182115
77.1779199199,0.9696171155101188,0.9916555754197242,0.9567889764261841
77.4782192192,0.9736004318759773,0.9928504770125658,0.9576516172237377
77.7785185185,0.9774098129546773,0.9939602045372518,0.9585128200159718
78.0788178178,0.9810122949872353,0.9949823559896641,0.9593722865060712
78.3791171171,0.9843767045764482,0.9959147189240058,0.9602297189986273
78.6794164164,0.9874739284399933,0.9967552752416378,0.9610848205027522
78.9797157157,0.9902771653367117,0.9975022055592506,0.9619372948349482
79.280015015,0.9927621579860829,0.9981538931469186,0.9627868467216967
79.5803143143,0.994907402974015,0.9987089274275098,0.9636331819017335
79.8806136136,0.9966943368285731,0.9991661070298786,0.9644760072279731
80.1809129129,0.9981074966554754,0.9995244423892328,0.9653150307690455
80.4812122122,0.9991346539433239,0.9997831578890451,0.9661499619104141
80.7815115115,0.999766920380717,0.999941693539875,0.9669805114550367
81.0818108108,0.9999988247695718,0.9999997061914647,0.9678063917235344
81.3821101101,0.9998283603691019,0.9999570702754879,0.9686273166538367
81.6824094094,0.9992570022607699,0.999813878077342,0.9694430019002651
81.9827087087,0.9982896945839479,0.9995704395363967,0.9702531649320224
82.283008008,0.9969348077527436,0.9992272815751307,0.9710575251310538
82.5833073073,0.995204066024203,0.998785146958608,0.9718558038892455
82.8836066066,0.9931124460446694,0.998244992686764,0.9726477247049259
83.1839059059,0.9906780472522051,0.9976079879229802,0.9734330132786394
83.4842052052,0.9879219352565265,0.9968755114634311,0.974211397608155
83.7845045045,0.9848679595517323,0.996049148752681,0.9749826080826811
84.0848038038,0.9815425471392154,0.9951306884519913,0.9757463775762509
84.3851031031,0.9779744738466032,0.9941221185677646,0.9765024415402473
84.6854024024,0.9741946153215725,0.9930256221485072,0.9772505380950357
84.9857017017,0.9702356798552697,0.9918435725596223,0.9779904081206714
85.286001001,0.9661319253472971,0.9905785283462634,0.9787217953466518
85.5863003003,0.9619188628614561,0.9892332276953658,0.9794444464406813
85.8865995996,0.9576329493374685,0.9878105825088432,0.9801581110964186
86.1868988989,0.9533112721177421,0.9863136721007799,0.9808625421201762
86.4871981982,0.9489912280190654,0.9847457365322578,0.981557495516541
86.7874974975,0.9447101997263214,0.9831101695982474,0.9822427305728877
87.0877967968,0.9405052323084929,0.9814105114817422,0.9829180099427552
87.3880960961,0.9364127126561617,0.9796504410910363,0.9835830997280568
87.6883953954,0.9324680546144294,0.977833768096731,0.9842377695600955
87.9886946947,0.9287053925359042,0.9759644246857063,0.984881792679358
88.288993994,0.9251572859055337,0.9740464570499067,0.985514946014058
88.5892932933,0.9218544375932581,0.9720840166283624,0.9861370102574011
88.8895925926,0.9188254281725287,0.9700813511214041,0.9867477699435478
89.1898918919,0.9160964686037194,0.9680427952965197,0.9873470135222445
89.4901911912,0.9136911734225364,0.965972761605754,0.9879345334320979
89.7904904905,0.9116303563960979,0.9638757306349615,0.9885101261724697
90.0907897898,0.9099318504149352,0.9617562414055818,0.9890735923739629
90.3910890891,0.9086103531794459,0.9596188815499337,0.9896247368674779
90.6913883884,0.907677300016122,0.9574682773812875,0.9901633687518139
90.9916876877,0.9071407649241143,0.9553090838802165,0.9906893014597916
91.291986987,0.9070053907084071,0.9531459746188954,0.9912023528228749
91.5922862863,0.907272348804183,0.9509836316451576,0.9917023451342695
91.8925855856,0.9079393291400294,0.9488267353482085,0.9921891052104744
92.1928848849,0.9090005601277064,0.9466799543279262,0.9926624644512697
92.4931841842,0.9104468586054923,0.9445479352896833,0.9931222588981131
92.7934834835,0.9122657093029394,0.9424352929865568,0.9935683292909324
93.0937827828,0.9144413731393991,0.9403466002306997,0.9940005211232874
93.3940820821,0.9169550234191822,0.9382863779954941,0.9944186846958872
93.6943813814,0.9197849087448101,0.9362590856299082,0.9948226751684421
93.9946806807,0.92290654123862,0.9342691112062412,0.995212352609832
94.29497998,0.9262929084439864,0.9323207620221434,0.9955875820465746
94.5952792793,0.9299147070725052,0.9304182552774763,0.9959482335095766
94.8955785786,0.9337405965744631,0.9285657089461868,0.9962941820791515
95.1958778779,0.9377374703383567,0.926767132862957,0.9966253079282882
95.4961771772,0.9418707421726982,0.9250264200439209,0.9969414963641556
95.7964764765,0.9461046455910831,0.9233473382602351,0.9972426378678295
96.0967757758,0.9504025433107195,0.921733521882742,0.9975286281322264
96.3970750751,0.9547272442862277,0.9201884640153776,0.9977993680982328
96.6973743744,0.9590413255353212,0.9187155089343509,0.9980547639890165
96.9976736737,0.9633074559715082,0.9173178448494625,0.9982947273425087
97.297972973,0.967488719441591,0.9159984970032268,0.998519175042044
97.5982722723,0.9715489341726182,0.9147603211227381,0.9987280293451506
97.8985715716,0.9754529658640179,0.9136059972384518,0.9989212179104772
98.1988708709,0.9791670317156234,0.9125380238832617,0.999098673822851
98.4991701702,0.9826589927607489,0.9115587126844273,0.9992603356164547
98.7994694695,0.9858986319746624,0.9106701833600598,0.9994061472961164
99.0997687688,0.9888579157518952,0.9098743591309931,0.9995360583567056
99.4000680681,0.9915112364897469,0.9091729625579758,0.9996500238006256
99.7003673674,0.9938356341788356,0.9085675118131888,0.9997480041534006
100.000666667,0.9958109950831968,0.908059317394164,0.9998299654773476
100.300965966,0.9974202257906957,0.9076494792872134,0.9998958793833322
100.601265265,0.9986494011276373,0.9073388845865097,0.9999457230406015
100.901564565,0.9994878846576251,0.9071282055739722,0.9999794791846917
101.201863864,0.9999284207219512,0.9070178982641128,0.9999971361234087
101.502163163,0.9999671972250684,0.9070082014169936,0.9999986877408775
101.802462462,0.9996038786218381,0.9070991360214302,0.9999841334996609
102.102761762,0.9988416088211061,0.9072905052495625,0.9999534784409452
102.403061061,0.9976869839804823,0.9075818948828873,0.9999067331827943
102.70336036,0.996149995427738,0.9079726742088347,0.9998439139164723
103.00365966,0.9942439432027396,0.9084619973859442,0.9997650424008346
103.303958959,0.9919853209680679,0.9090488052746883,0.9996701459547915
103.604258258,0.9893936732842279,0.9097318277299783,0.999559257447846
103.904557558,0.9864914264844884,0.9105095863503926,0.9994324152887082
104.204856857,0.9833036946128475,0.9113803976781748,0.999289663411992
104.505156156,0.9798580621044013,0.9123423768430764,0.9991310512629972
104.805455455,0.9761843450886487,0.9133934416421569,0.9989566337805829
105.105754755,0.9723143333812525,0.9145313170467089,0.9987664713781385
105.406054054,0.9682815153968788,0.9157535401265571,0.9985606299226577
105.706353353,0.9641207883635323,0.917057465381067,0.9983391807119246
106.006652653,0.9598681563459914,0.9184402704653287,0.9981022004498177
106.306951952,0.9555604186914397,0.9198989622991198,0.9978497712197418
106.607251251,0.9512348515932734,0.9214303835454241,0.9975819804561968
106.907550551,0.9469288855286081,0.9230312194444849,0.9972989209144928
107.20784985,0.9426797813607213,0.924698004988599,0.997000690638622
107.508149149,0.9385243079092169,0.9264271324221225,0.9966873929272988
107.808448448,0.9344984237779956,0.9282148590504542,0.9963591362981808
108.108747748,0.9306369661942756,0.930057315341094,0.9960160344502808
108.409047047,0.9269733495512303,0.9319505132992429,0.9956582062245839
108.709346346,0.923539276262857,0.9338903550998131,0.9952857755628854
109.009645646,0.9203644624331294,0.9358726419571661,0.9948988714648608
109.309944945,0.9174763807133093,0.9378930832133813,0.9944976279433825
109.610244244,0.9149000225725541,0.939947305625379,0.9940821839781029
109.910543544,0.9126576820389622,0.9420308628308023,0.9936526834673152
110.210842843,0.9107687627824164,0.9441392449721628,0.9932092751781106
110.511142142,0.9092496102085937,0.9462678884584235,0.9927521126948505
110.811441441,0.9081133700170894,0.9484121858428861,0.9922813543659679
111.111740741,0.9073698744475891,0.9505674957960054,0.9917971632491209
111.41204004,0.907025557198442,0.9527291531515428,0.9912997070547133
111.712339339,0.9070833977538689,0.9548924790043131,0.9907891580878049
112.012638639,0.9075428956015585,0.9570527908376705,0.9902656931884296
112.312937938,0.908400074563756,0.9592054126588115,0.9897294936703427
112.613237237,0.9096475172043655,0.961345685119956,0.9891807452582192
112.913536537,0.9112744290143318,0.9634689756035018,0.9886196380233236
113.213835836,0.9132667318198819,0.9655706882493192,0.9880463663176748
113.514135135,0.9156071856053425,0.967646273902488,0.9874611287067276
113.814434434,0.9182755376963547,0.9696912399599366,0.9868641279005952
114.114733734,0.9212486980125635,0.9717011600946781,0.9862555706838362
114.415033033,0.9245009388732621,0.97367168383659,0.9856356678438299
114.715332332,0.9280041176270136,0.9755985459890026,0.9850046340977658
115.015631632,0.9317279201787649,0.9774775758607138,0.9843626880182711
115.315930931,0.9356401233071363,0.9793047062934442,0.9837100519577032
115.61623023,0.9397068735019767,0.9810759824651989,0.9830469519711333
115.91652953,0.9438929799093131,0.9827875704504748,0.9823736177380469
116.216828829,0.9481622188487524,0.984435765518789,0.9816902824827892
116.517128128,0.9524776472682521,0.9860170001535637,0.980997182893783
116.817427427,0.9568019224238351,0.9875278517740125,0.9802945590415459
117.117726727,0.9610976250179676,0.9889650501433136,0.9795826542955367
117.418026026,0.965327583000373,0.990325484447033,0.9788617152398592
117.718325325,0.9694551932293446,0.9916062100264807,0.9781319915878517
118.018624625,0.973444738210109,0.9928044547524201,0.9773937360955938
118.318923924,0.9772616951694177,0.9939176250253396,0.9766472044743585
118.619223223,0.980873034791837,0.9949433113892967,0.9758926553020407
118.919522523,0.9842475070326842,0.9958792937471816,0.9751303499335934
119.219821822,0.9873559115343833,0.9967235461661166,0.974360552410501
119.520121121,0.9901713503062367,0.9974742412625847,0.973583529369323
119.82042042,0.9926694604811043,0.9981297541578001,0.9727995499493386
120.12071972,0.994828625134867,0.9986886659947565,0.972008885699324
120.421019019,0.9966301603443939,0.9991497670093414,0.9712118104834955
120.721318318,0.9980584768653377,0.9995120591488699,0.9704086003866503
121.021617618,0.9991012150307141,0.9997747582323679,0.9695995336185395
121.321916917,0.999749351702944,0.999937295647932,0.9687848904175018
121.622216216,0.999997278353867,0.9999993195834886,0.9679649529533989
121.922515516,0.9998428495970813,0.9999606957882912,0.9671400052298785
122.222814815,0.9992874017526383,0.9998215078635059,0.9663103329860033
122.523114114,0.9983357412834497,0.9995820570812568,0.9654762235972792
122.823413413,0.99699610320347,0.9992428617325225,0.9646379659761166
123.123712713,0.9952800798175594,0.9988046560052966,0.9637958504717583
123.424012012,0.9932025204096656,0.9982683883954373,0.9629501687697112
123.724311311,0.9907814027473528,0.9976352196536502,0.9621012137907149
124.024610611,0.9880376775145879,0.9969065202730438,0.9612492795892809
124.32490991,0.9849950870189591,0.9960838675226993,0.9603946612518414
124.625209209,0.9816799597421041,0.995169042033672,0.9595376547945385
